,gender,tenure,phone_services,internet_services,contract_duration,payment_method,number_customer_service_calls,phone_min,internet_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,trigger_point,churn_surv,uuid,trigger_price,trigger_quality,trigger_external,cluster,treatment,churn_after_treatment,tenure_9_bin,tenure_bin,number_customer_service_calls_bin,phone_min_bin,internet_min_bin,phone_monthly_charges_bin,internet_monthly_charges_bin,avg_monthly_bill_bin,trigger_point_bin,cluster_bin
888,Female,11,1,1,short-term,email,3,124.27101622574122,10441.785096621576,21.122430153381256,57.96693721032364,79.8203881881087,0,0.0,0.0,95508ad8-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,10,10,3,115,10000,20,60,75,0,7
889,Male,11,1,1,short-term,automatic transfer,6,126.6266106436142,9613.2802251353,21.52410697891386,68.75486809856991,88.99554337458528,0,0.0,0.0,95508d9e-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,6,135,10000,20,70,100,0,2
890,Female,11,1,1,short-term,email,3,127.0439953183672,11185.837201499657,21.59686833380909,67.88500713783611,84.44728538300342,0,0.0,0.0,95508e8e-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,10,10,3,135,12000,20,70,75,0,7
891,Male,11,1,1,short-term,automatic transfer,0,103.5192955219302,4403.573043287931,17.597053239450894,55.80110831009766,67.0951914582529,1,2.0,1.0,95509776-febf-11ec-ac44-0242ac1c0002,1,0,0,2,,1,10,10,0,95,4000,20,60,75,0,2
892,Female,11,1,1,short-term,email,2,137.9570230593613,7312.368195996016,23.45138064350907,57.9642853524393,76.7533802092949,1,11.0,0.0,95509a3c-febf-11ec-ac44-0242ac1c0002,1,0,0,7,discount,1,10,10,2,135,8000,25,60,75,10,7
893,Female,11,1,1,short-term,email,0,117.73321086369972,8922.769374043568,20.013740052867995,76.8612225448743,94.1225314190304,1,11.0,0.0,95509bf4-febf-11ec-ac44-0242ac1c0002,1,0,0,7,,1,10,10,0,115,8000,20,80,100,10,7
894,Female,11,1,1,short-term,automatic transfer,0,128.14960336757565,5252.112376925143,21.783182741548224,78.2945854312878,95.34163591915966,1,11.0,0.0,95509f32-febf-11ec-ac44-0242ac1c0002,1,0,0,7,discount,0,10,10,0,135,6000,20,80,100,10,7
895,Female,11,1,1,short-term,email,2,132.6645833356502,4404.56769361252,22.551842822037244,53.487866546635104,67.58103282952543,1,11.0,0.0,9550a1bc-febf-11ec-ac44-0242ac1c0002,1,0,0,7,upgrade_package,0,10,10,2,135,4000,25,50,75,10,7
896,Male,11,1,1,short-term,email,2,109.84027188537206,5726.984513048501,18.67202784318566,57.413813394074666,68.6166771485794,1,11.0,0.0,9550a482-febf-11ec-ac44-0242ac1c0002,0,1,0,2,upgrade_package,1,10,10,2,115,6000,20,60,75,10,2
897,Female,11,1,0,short-term,automatic transfer,2,121.13996893377885,0.0,20.59274594631737,0.0,18.549338120900003,0,0.0,0.0,9550a810-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,2,115,0,20,0,25,0,8
898,Male,11,1,0,short-term,mail,3,135.52847539800354,0.0,23.03871971072732,0.0,22.136075423864,0,0.0,0.0,9550a888-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,3,135,0,25,0,25,0,3
899,Male,11,1,0,short-term,email,0,119.68669347701724,0.0,20.34461791627622,0.0,18.376839256013177,0,0.0,0.0,9550aa68-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,0,115,0,20,0,25,0,3
900,Male,11,1,0,short-term,automatic transfer,2,109.41778590175493,0.0,18.60026603310665,0.0,19.87715012303997,1,11.0,0.0,9550ab62-febf-11ec-ac44-0242ac1c0002,1,0,0,3,,1,10,10,2,115,0,20,0,25,10,3
901,Male,11,1,0,short-term,mail,2,113.45446945982783,0.0,19.286430357298087,0.0,19.080099246360717,1,11.0,0.0,9550acc0-febf-11ec-ac44-0242ac1c0002,0,0,1,3,upgrade_package,1,10,10,2,115,0,20,0,25,10,3
902,Female,11,1,1,long-term,automatic transfer,2,125.715992094053,5060.2484629461405,21.37077640799347,41.57007903723724,56.39246771075328,0,0.0,0.0,9550ae28-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,10,10,2,135,6000,20,40,50,0,0
903,Male,11,0,1,long-term,email,2,0.0,3152.644862884523,0.0,19.461067322235188,39.21666666666667,1,11.0,0.0,9550b0ee-febf-11ec-ac44-0242ac1c0002,0,0,1,8,discount,1,10,10,2,0,4000,0,20,50,10,8
904,Female,11,1,0,long-term,automatic transfer,0,119.37930763878543,0.0,20.29222880941052,0.0,19.971645496703484,0,0.0,0.0,9550b24c-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,0,115,0,20,0,25,0,8
905,Female,11,1,0,long-term,mail,0,120.54480482344496,0.0,20.490693110060896,0.0,20.539742185654102,0,0.0,0.0,9550b2c4-febf-11ec-ac44-0242ac1c0002,0,0,0,9,upgrade_package,0,10,10,0,115,0,20,0,25,0,8
906,Male,11,1,0,long-term,mail,1,130.66058866610751,0.0,22.210841804562488,0.0,15.468192544095132,0,0.0,0.0,9550b3b4-febf-11ec-ac44-0242ac1c0002,0,0,0,3,free_device,0,10,10,1,135,0,20,0,10,0,3
907,Male,11,1,0,long-term,automatic transfer,4,126.57503492584856,0.0,21.515945735412323,0.0,15.599304269967435,0,0.0,0.0,9550b67a-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,4,135,0,20,0,10,0,3
908,Female,11,1,0,long-term,mail,1,113.7207467550045,0.0,19.33184622012853,0.0,16.808371360437263,0,0.0,0.0,9550b81e-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,1,115,0,20,0,10,0,8
909,Male,70,1,1,short-term,email,1,132.2065711897443,8636.483561485435,22.4658247491776,70.90625592295753,94.46352463261512,0,0.0,0.0,9550ba6c-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,70,70,1,135,8000,20,70,100,0,2
910,Female,70,1,1,long-term,automatic transfer,2,115.36892295286864,9384.53588974268,19.612634544340047,66.16988908066956,87.95527540142305,0,0.0,0.0,9550becc-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,2,115,10000,20,70,100,0,5
911,Female,70,1,1,long-term,automatic transfer,1,113.06218633944285,8471.245740915836,19.218850261124828,55.90406847274707,75.90087110895023,0,0.0,0.0,9550c02a-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,1,115,8000,20,60,75,0,5
912,Male,70,1,1,long-term,automatic transfer,1,110.34596136549118,8158.401482934558,18.757576701655516,63.89766889751842,83.99384437626577,0,0.0,0.0,9550c2c8-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,1,115,8000,20,60,75,0,1
913,Male,70,1,1,long-term,mail,2,120.45966462831184,10484.146669257818,20.47485331327162,70.12871504468934,93.30507946082912,0,0.0,0.0,9550c43a-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,2,115,10000,20,70,100,0,1
914,Female,70,0,1,long-term,automatic transfer,1,0.0,3485.904214380408,0.0,26.62724336590992,53.79251013117448,0,0.0,0.0,9550c4a8-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,70,70,1,0,4000,0,30,50,0,8
915,Male,70,1,1,long-term,automatic transfer,4,151.3891233807674,9408.614059260795,25.736087247331245,67.89345238883514,91.3005132167458,0,0.0,0.0,9550c728-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,4,155,10000,25,70,100,0,1
916,Male,70,1,1,long-term,automatic transfer,3,108.33487605061488,4676.308029636413,18.41704040934471,30.880825132738025,51.657676933653406,0,0.0,0.0,9550c908-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,70,70,3,115,4000,20,30,50,0,0
917,Female,70,0,1,long-term,automatic transfer,1,0.0,4987.764368946607,0.0,43.39574173408576,65.29775579691277,0,0.0,0.0,9550cf2a-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,70,70,1,0,4000,0,40,75,0,8
918,Female,70,1,1,long-term,automatic transfer,3,144.17857044784117,4737.123038700219,24.509586268422733,36.68887734582125,59.26996818588638,0,0.0,0.0,9550d45c-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,70,70,3,135,4000,25,40,50,0,0
919,Female,70,1,1,long-term,automatic transfer,0,147.726187302941,7329.813007213876,25.114017126296797,59.35192720141677,82.99888590162278,0,0.0,0.0,9550d542-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,0,155,8000,25,60,75,0,5
920,Male,70,1,1,long-term,mail,2,139.12967699060184,3229.1286977142518,23.649263272136427,24.316052277990472,48.56915430859131,0,0.0,0.0,9550d632-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,70,70,2,135,4000,25,20,50,0,0
921,Female,70,1,1,long-term,automatic transfer,1,140.4832838851846,8138.352632037235,23.88018921946274,63.8034766122108,86.07221334106214,0,0.0,0.0,9550d88a-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,1,135,8000,25,60,75,0,5
922,Male,70,1,1,long-term,automatic transfer,4,143.91575952359207,8373.983677983817,24.46530538741719,56.675706615436326,78.6031986978819,0,0.0,0.0,9550d902-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,4,135,8000,25,60,75,0,1
923,Female,70,1,1,long-term,mail,1,130.86095166541725,12087.249962398677,22.24801216180115,90.30254285898155,114.75040377858365,0,0.0,0.0,9550df88-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,1,135,12000,20,90,125,0,5
924,Female,70,1,1,long-term,email,0,157.88306069512996,9499.725021222052,26.835369750611623,68.733761825291,90.08421860112064,0,0.0,0.0,9550e24e-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,0,155,10000,25,70,100,0,5
925,Female,70,1,1,long-term,automatic transfer,0,144.14334329633988,9434.499817704376,24.50187026036641,86.79237186108895,102.5310634580824,0,0.0,0.0,9550e2da-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,0,135,10000,25,90,100,0,5
926,Female,70,1,1,long-term,mail,1,112.3118623039418,11711.184145079162,19.09169618785016,92.73060041610852,110.89879356070146,0,0.0,0.0,9550e352-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,1,115,12000,20,90,100,0,5
927,Female,70,1,1,long-term,automatic transfer,1,134.28330609729375,7852.660267434911,22.829025065340748,69.23203612361932,90.88577134119184,0,0.0,0.0,9550e3d4-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,1,135,8000,25,70,100,0,5
928,Male,70,1,1,long-term,automatic transfer,1,145.1428066979117,10450.511840419817,24.67558241161976,82.1288112113254,93.55009033196916,0,0.0,0.0,9550e6a4-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,1,155,10000,25,80,100,0,1
929,Female,70,1,1,long-term,email,1,121.2846460709538,9819.866709097983,20.61951292143875,72.93343142545962,97.50333485889648,0,0.0,0.0,9550e794-febf-11ec-ac44-0242ac1c0002,0,0,0,5,free_device,0,70,70,1,115,10000,20,70,100,0,5
930,Male,70,1,1,long-term,email,1,141.6062547773119,9485.389233258906,24.07229564458952,86.46935393605489,105.61198078343875,0,0.0,0.0,9550e848-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,1,135,10000,25,90,100,0,1
931,Male,70,1,1,long-term,automatic transfer,1,166.48034183060835,11474.280049547522,28.299481580421933,86.86428216285046,114.02717707302172,0,0.0,0.0,9550e938-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,1,155,12000,30,90,125,0,1
932,Female,70,1,1,long-term,automatic transfer,3,133.95745335510182,10294.87245875093,22.773219599589822,82.04594782375936,105.12743410726016,0,0.0,0.0,9550f07c-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,70,70,3,135,10000,25,80,100,0,5
933,Male,70,1,1,long-term,automatic transfer,0,173.7341910011231,10766.03773866141,29.53442119580105,79.928410159147,110.16271682996684,0,0.0,0.0,9550f4b4-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,70,70,0,155,10000,30,80,100,0,1
934,Female,70,1,1,long-term,automatic transfer,1,123.379431680155,9218.246995993068,20.974881377071146,92.25118022874264,113.99587237345828,1,57.0,1.0,9550f9b4-febf-11ec-ac44-0242ac1c0002,0,0,1,5,upgrade_package,1,70,70,1,115,10000,20,90,125,60,5
935,Female,70,1,1,long-term,automatic transfer,2,123.379431680155,9195.876399918245,20.974881377071146,93.89666762719143,113.99059178459804,1,69.0,1.0,9550fa9a-febf-11ec-ac44-0242ac1c0002,1,0,0,5,discount,0,70,70,2,115,10000,20,90,125,60,5
936,Male,70,1,0,long-term,automatic transfer,1,142.2106440449319,0.0,24.175907271738627,0.0,18.79846015649173,0,0.0,0.0,9550fdd8-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,70,70,1,135,0,25,0,25,0,3
937,Female,70,1,0,long-term,mail,2,125.52377004776622,0.0,21.33698002567878,0.0,19.109486088695867,0,0.0,0.0,9550fe50-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,2,135,0,20,0,25,0,8
938,Female,70,1,0,long-term,mail,2,157.95429058967437,0.0,26.85140827865772,0.0,19.61185040461124,0,0.0,0.0,9550fed2-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,2,155,0,25,0,25,0,8
939,Female,70,1,0,long-term,automatic transfer,4,119.00098852948872,0.0,20.22833056704922,0.0,23.95090520884333,0,0.0,0.0,95510378-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,4,115,0,20,0,25,0,8
940,Female,70,1,0,long-term,automatic transfer,2,139.79519396961743,0.0,23.76253110125015,0.0,20.51041018386313,0,0.0,0.0,95510558-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,2,135,0,25,0,25,0,8
941,Female,70,1,0,long-term,automatic transfer,4,117.38541197085657,0.0,19.953661424326167,0.0,25.977965944064007,0,0.0,0.0,9551067a-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,4,115,0,20,0,25,0,8
942,Female,70,1,0,long-term,mail,2,120.65833398829292,0.0,20.50802876187967,0.0,20.21944908425009,0,0.0,0.0,95510904-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,70,70,2,115,0,20,0,25,0,8
943,Female,63,1,1,short-term,email,1,133.3796625990468,12672.714760193792,22.67349979987834,88.05593899276755,98.9534266,0,0.0,0.0,955109f4-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,60,60,1,135,12000,25,90,100,0,7
944,Male,63,1,1,short-term,email,1,121.57991150352728,11775.720234307164,20.66766288983873,85.23358916738613,105.68368975,0,0.0,0.0,95510b52-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,60,60,1,115,12000,20,90,100,0,2
945,Female,63,1,1,short-term,automatic transfer,3,132.709340484948,8817.607184742825,22.56203893334458,76.71939623784276,104.21812172,0,0.0,0.0,95510bca-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,60,60,3,135,8000,25,80,100,0,7
946,Male,63,1,1,short-term,automatic transfer,2,101.53447574768953,7459.007027142787,17.260803775577557,67.9065795486938,80.79738713,0,0.0,0.0,95510c42-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,60,60,2,95,8000,15,70,75,0,2
947,Male,63,0,1,long-term,automatic transfer,0,0.0,1012.564401720595,0.0,20.467775809486252,52.32800042,0,0.0,0.0,9551187c-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,60,60,0,0,2000,0,20,50,0,8
948,Female,63,1,1,long-term,mail,0,122.24689881445072,6055.76141949681,20.78367936699984,36.92475280677917,51.26737544,0,0.0,0.0,9551196c-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,0,115,6000,20,40,50,0,0
949,Female,63,1,1,long-term,automatic transfer,2,139.14367139332734,3432.018584680205,23.653923252991262,67.90567739272252,83.11523208,0,0.0,0.0,95511c32-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,2,135,4000,25,70,75,0,0
950,Male,63,1,1,long-term,mail,2,114.30297964478858,5158.064850803936,19.4334748799701,31.08113071057605,48.25909021,0,0.0,0.0,95511e08-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,2,115,6000,20,30,50,0,0
951,Male,63,1,1,long-term,automatic transfer,2,130.9374908149887,5983.25542333876,22.25943646861253,62.73954839751956,79.51279533,0,0.0,0.0,955121be-febf-11ec-ac44-0242ac1c0002,0,0,0,0,upgrade_package,0,60,60,2,135,6000,20,60,75,0,0
952,Female,63,0,1,long-term,automatic transfer,1,0.0,6673.151076475341,0.0,43.08663180154549,59.49224241,0,0.0,0.0,955122ae-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,60,60,1,0,6000,0,40,50,0,8
953,Male,63,1,1,long-term,email,1,105.2266206309385,5204.045874765088,17.889720702756613,30.226936319000743,38.76731881,0,0.0,0.0,9551231c-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,1,115,6000,20,30,50,0,0
954,Female,63,1,1,long-term,automatic transfer,2,122.7064164018214,10365.626886765398,20.86039972735164,85.91212835626031,105.60877186,0,0.0,0.0,95514162-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,60,60,2,115,10000,20,90,100,0,5
955,Male,63,1,1,long-term,automatic transfer,2,127.17184331497228,7542.872348193452,21.61937708466935,66.5186242510767,83.57649885,0,0.0,0.0,95514c34-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,60,60,2,135,8000,20,70,75,0,1
956,Male,63,1,0,long-term,automatic transfer,3,109.08468883422888,0.0,18.537749156682988,0.0,19.27203329,0,0.0,0.0,9551535a-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,60,60,3,115,0,20,0,25,0,3
957,Female,63,1,0,long-term,mail,2,121.968176196364,0.0,20.71190868029399,0.0,21.51670402,0,0.0,0.0,95515544-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,2,115,0,20,0,25,0,8
958,Female,63,1,0,long-term,mail,2,108.1875547961876,0.0,18.38563945910569,0.0,23.65510338,0,0.0,0.0,955155bc-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,2,115,0,20,0,25,0,8
959,Female,63,1,0,long-term,mail,1,111.65704779161432,0.0,18.969703038184463,0.0,21.03243824,0,0.0,0.0,95515634-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,1,115,0,20,0,25,0,8
960,Female,63,1,0,long-term,automatic transfer,1,115.3620193340798,0.0,19.600996397081516,0.0,19.77361394,0,0.0,0.0,95515724-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,1,115,0,20,0,25,0,8
961,Female,43,1,1,short-term,mail,1,109.53214864499816,5204.749685665521,18.622650050213107,23.773708032871685,45.11149777395509,0,0.0,0.0,95515814-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,40,40,1,115,6000,20,20,50,0,6
962,Female,43,0,1,short-term,automatic transfer,2,0.0,3492.187640001769,0.0,30.88523716210362,50.78690023320628,1,43.0,0.0,95515c56-febf-11ec-ac44-0242ac1c0002,0,0,1,4,,1,40,40,2,0,4000,0,30,50,40,4
963,Female,43,1,1,short-term,automatic transfer,2,160.85073449168232,6030.740057897858,27.347227405608876,60.26925409900931,81.35435442302348,0,0.0,0.0,95516b38-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,40,40,2,155,6000,25,60,75,0,7
964,Female,43,1,1,short-term,email,0,123.379431680155,6186.692865664769,20.974881377071146,56.24265075456903,74.95587629251467,1,43.0,0.0,95516e1c-febf-11ec-ac44-0242ac1c0002,0,1,0,7,free_device,1,40,40,0,115,6000,20,60,75,40,7
965,Male,43,1,1,short-term,email,3,123.379431680155,8476.9232461032,20.974881377071146,79.00974429842795,96.71180879900888,1,21.0,1.0,95517236-febf-11ec-ac44-0242ac1c0002,0,0,1,2,,1,40,40,3,115,8000,20,80,100,20,2
966,Female,43,0,1,long-term,automatic transfer,2,0.0,2715.5588590995258,0.0,17.567083315663552,43.8084582254617,0,0.0,0.0,95517952-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,40,40,2,0,2000,0,20,50,0,8
967,Male,43,1,1,long-term,automatic transfer,1,141.52057628905422,1627.1668386289002,24.05954329860456,13.179588568124906,41.20540150916475,0,0.0,0.0,95517a42-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,40,40,1,135,2000,25,10,50,0,0
968,Male,43,0,1,long-term,email,0,0.0,2880.171927128833,0.0,20.440104344780032,49.669669537937295,0,0.0,0.0,95517bb4-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,40,40,0,0,2000,0,20,50,0,8
969,Female,43,1,1,long-term,mail,0,124.33035959514054,3927.345496534895,21.138547942338835,32.83486377705166,75.37122293420244,0,0.0,0.0,95517d3a-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,40,40,0,115,4000,20,30,75,0,0
970,Male,43,1,1,long-term,automatic transfer,1,141.51421043787747,10673.25290635139,24.057432555231816,89.22606315032874,108.94736730270938,0,0.0,0.0,95517db2-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,40,40,1,135,10000,25,90,100,0,1
971,Male,43,1,1,long-term,mail,2,149.56113022451603,9664.280775626325,25.42652243177237,74.50266025932169,94.32720198188336,0,0.0,0.0,95518104-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,40,40,2,155,10000,25,70,100,0,1
972,Female,43,1,1,long-term,mail,1,131.05318086659906,12206.189246384,22.27777726280108,91.65128560373134,110.7476640602593,0,0.0,0.0,9551817c-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,40,40,1,135,12000,20,90,100,0,5
973,Male,43,1,1,long-term,email,4,123.379431680155,7486.9892889257535,20.974881377071146,83.22080832367428,104.37574242173248,1,31.0,1.0,9551842e-febf-11ec-ac44-0242ac1c0002,1,0,0,1,upgrade_package,0,40,40,4,115,8000,20,80,100,30,1
974,Female,43,1,1,long-term,email,3,123.379431680155,7293.405857576721,20.974881377071146,86.31720305781631,106.81409027808442,1,43.0,0.0,955184b0-febf-11ec-ac44-0242ac1c0002,1,0,0,5,discount,0,40,40,3,115,8000,20,90,100,40,5
975,Female,43,1,1,long-term,email,3,123.379431680155,7304.072485941543,20.974881377071146,85.50093580317666,105.64398124308158,1,43.0,0.0,95518528-febf-11ec-ac44-0242ac1c0002,1,0,0,5,upgrade_package,1,40,40,3,115,8000,20,90,100,40,5
976,Male,43,1,0,long-term,automatic transfer,2,151.0873172578602,0.0,25.6867484165472,0.0,17.728238277774253,0,0.0,0.0,95518b2c-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,40,40,2,155,0,25,0,25,0,3
977,Male,43,1,0,long-term,automatic transfer,0,151.3357482940246,0.0,25.72783218668102,0.0,21.480030678302573,0,0.0,0.0,95518bd6-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,40,40,0,155,0,25,0,25,0,3
978,Male,15,1,1,short-term,mail,2,124.24855431065758,2738.067442375749,21.12285721489198,18.511038084124028,34.405185,0,0.0,0.0,9551900e-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,2,115,2000,20,20,25,0,6
979,Male,15,1,1,short-term,mail,3,119.12545571807176,2694.8908336395803,20.24940122629417,22.311992620229013,37.902866,0,0.0,0.0,95519090-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,3,115,2000,20,20,50,0,6
980,Female,15,1,1,short-term,mail,0,136.0297758129372,3880.850421652812,23.123181660831843,34.45874659292487,50.551804,1,15.0,0.0,955196da-febf-11ec-ac44-0242ac1c0002,0,0,1,6,,1,10,10,0,135,4000,25,30,50,10,6
981,Male,15,0,1,short-term,email,0,0.0,2156.10211188674,0.0,15.245854522715156,28.410318,1,15.0,0.0,95519ad6-febf-11ec-ac44-0242ac1c0002,1,0,0,4,discount,1,10,10,0,0,2000,0,20,25,10,4
982,Male,15,1,1,short-term,email,1,141.31088001291386,6804.535040713021,24.0212077160801,48.04505500582653,82.111989,0,0.0,0.0,95519c3e-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,1,135,6000,25,50,75,0,2
983,Male,15,1,1,short-term,mail,3,141.2669671106009,6051.171442476372,24.01474593257475,52.57681468684642,81.571418,0,0.0,0.0,95519cb6-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,3,135,6000,25,50,75,0,2
984,Female,15,1,1,short-term,email,2,117.1600918509266,11111.345975555349,19.917187633364115,72.57691339791447,90.936129,0,0.0,0.0,9551a224-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,10,10,2,115,12000,20,70,100,0,7
985,Male,15,1,1,short-term,mail,1,139.7249525864481,6647.169320518908,23.75216106341683,61.40922676901372,76.905692,0,0.0,0.0,9551a814-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,1,135,6000,25,60,75,0,2
986,Male,15,1,1,short-term,email,0,126.51097270418028,5102.652445216805,21.502956776043828,78.44088560116981,95.443983,1,15.0,0.0,9551ac4c-febf-11ec-ac44-0242ac1c0002,1,0,0,2,upgrade_package,0,10,10,0,135,6000,20,80,100,10,2
987,Male,15,1,1,short-term,email,0,147.31293076239115,6917.633359535916,25.04264064186335,50.22406691007202,76.200534,1,15.0,0.0,9551afc6-febf-11ec-ac44-0242ac1c0002,0,1,0,2,,1,10,10,0,155,6000,25,50,75,10,2
988,Male,15,1,1,short-term,email,0,109.59689817576552,8951.037991312134,18.630281841713995,78.31593310723824,72.059902,1,11.0,1.0,9551bd18-febf-11ec-ac44-0242ac1c0002,0,1,0,2,upgrade_package,1,10,10,0,115,8000,20,80,75,10,2
989,Female,15,1,1,short-term,automatic transfer,0,107.57952574647618,7866.680504707669,18.28814977739099,73.66783283871804,79.112719,1,14.0,1.0,9551bda4-febf-11ec-ac44-0242ac1c0002,1,0,0,7,upgrade_package,0,10,10,0,115,8000,20,70,75,10,7
990,Male,15,1,1,short-term,email,0,113.7901960241457,7742.314804613459,19.343538823248963,73.87667801133455,85.293911,1,15.0,0.0,9551be26-febf-11ec-ac44-0242ac1c0002,1,0,0,2,upgrade_package,0,10,10,0,115,8000,20,70,75,10,2
991,Female,15,1,1,short-term,email,0,125.9147234084002,6635.7063751330425,21.405291975853736,71.43272801456347,83.63636,1,0.0,1.0,9551bfa2-febf-11ec-ac44-0242ac1c0002,1,1,0,7,discount,0,10,10,0,135,6000,20,70,75,0,7
992,Female,15,1,1,short-term,email,0,136.16182937241794,6297.073875093741,23.146378912436607,55.30123191634826,70.088763,1,15.0,0.0,9551c42a-febf-11ec-ac44-0242ac1c0002,0,0,1,7,,1,10,10,0,135,6000,25,60,75,10,7
993,Female,15,1,1,short-term,mail,0,130.44380026943568,5269.704843904312,22.173076749449983,58.89906983412924,72.272424,1,15.0,0.0,9551c524-febf-11ec-ac44-0242ac1c0002,1,0,0,7,discount,0,10,10,0,135,6000,20,60,75,10,7
994,Female,15,1,1,short-term,mail,0,135.19565062218444,6692.555811900807,22.981572370069777,65.80524720168326,97.153007,1,15.0,0.0,9551c81c-febf-11ec-ac44-0242ac1c0002,0,0,1,7,,1,10,10,0,135,6000,25,70,100,10,7
995,Male,15,1,0,short-term,mail,5,126.2689456440268,0.0,21.46435909361998,0.0,22.984623,0,0.0,0.0,9551cca4-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,5,135,0,20,0,25,0,3
996,Female,15,1,0,short-term,automatic transfer,3,114.88796764253036,0.0,19.529300040401694,0.0,20.481609,0,0.0,0.0,9551ce98-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,3,115,0,20,0,25,0,8
